area_id,latitude,longitude,latitude,longitude,total_incidents,incidents_5yr,night_incidents,sexual_offences,harassment_count,assault_count,avg_severity,repeat_offender_cases,street_lighting,cctv_density,proximity_transit,population_density,slum_density,nightlife_density,incident_density,weighted_risk_score,trend_12month,risk_index,area_type_enc
CHN-01189,13.04175,80.19725,13.04175,80.19725,74,25,47,16,36,22,2.2,7,0.41,4.31,1962.6,33291.9,0.617,3.17,296,0.2713,-0.0553,0.4149,1
CHN-01190,13.04175,80.20175,13.04175,80.20175,78,33,41,10,30,38,2.5,5,0.476,2.24,839.6,46230.5,0.612,4.79,312,0.325,-0.0705,0.4842,0
CHN-01191,13.04175,80.20625,13.04175,80.20625,88,39,46,21,35,32,2.52,10,0.297,2.97,932.5,7567.1,0.565,3.61,352,0.3696,0.2479,0.5018,1
CHN-01192,13.04175,80.21075,13.04175,80.21075,60,22,37,11,21,28,2.36,7,0.335,3.92,1827.2,44191.0,0.556,3.4,240,0.236,-0.2419,0.4207,0
CHN-01193,13.04175,80.21525,13.04175,80.21525,61,26,36,11,19,31,1.61,3,0.556,3.3,1693.1,49231.0,0.451,3.36,244,0.1637,0.1252,0.3692,0
CHN-01194,13.04175,80.21975,13.04175,80.21975,62,25,35,7,24,31,2.81,5,0.517,2.06,1575.3,37001.9,0.576,4.6,248,0.2904,0.1956,0.4574,4
CHN-01195,13.04175,80.22425,13.04175,80.22425,86,32,53,8,30,48,2.56,6,0.533,3.25,981.9,47084.7,0.615,4.27,344,0.3669,-0.2723,0.4629,2
CHN-01196,13.04175,80.22875,13.04175,80.22875,65,22,33,8,31,26,1.39,11,0.545,4.56,640.1,46547.3,0.394,3.48,260,0.1506,0.288,0.3322,1
CHN-01197,13.04175,80.23325,13.04175,80.23325,105,36,51,22,43,40,3.2,19,0.004,1.68,1910.7,66931.5,1.0,5.01,420,0.56,0.1024,0.6687,4
CHN-01198,13.04175,80.23775,13.04175,80.23775,94,41,59,14,37,43,2.84,17,0.358,1.82,921.3,29584.4,0.855,3.94,376,0.4449,-0.2028,0.5628,3
CHN-01199,13.04175,80.24225,13.04175,80.24225,129,51,69,14,54,61,3.17,12,0.259,0.29,1882.7,22989.0,0.859,5.83,516,0.6816,0.2398,0.6951,0
CHN-01200,13.04175,80.24675,13.04175,80.24675,91,32,55,18,30,43,3.62,7,0.097,2.23,256.5,19495.3,0.802,5.66,364,0.549,-0.1514,0.6367,0
CHN-01201,13.04175,80.25125,13.04175,80.25125,112,40,47,23,55,34,3.49,5,0.184,1.71,1394.9,49138.6,0.832,4.52,448,0.6515,0.3282,0.6525,1
CHN-01202,13.04175,80.25575,13.04175,80.25575,67,29,33,7,20,40,2.02,9,0.475,3.8,1448.7,6202.0,0.441,3.51,268,0.2256,-0.1953,0.4005,1
CHN-01203,13.04175,80.26025,13.04175,80.26025,57,24,32,11,20,26,1.98,4,0.513,4.6,1951.9,43169.9,0.461,3.12,228,0.1881,-0.0134,0.3678,2
CHN-01204,13.04175,80.26475,13.04175,80.26475,101,35,61,12,49,40,2.57,19,0.294,3.3,991.6,37894.4,0.642,5.14,404,0.4326,0.1435,0.5312,0
CHN-01205,13.04175,80.26925,13.04175,80.26925,86,27,53,12,30,44,3.32,14,0.131,2.74,1830.4,10456.3,0.823,4.72,344,0.4759,0.1466,0.582,0
CHN-01206,13.04175,80.27375,13.04175,80.27375,89,30,45,14,40,35,3.17,14,0.032,1.0,1125.5,61802.6,0.67,4.08,356,0.4702,-0.1465,0.5925,1
CHN-01207,13.04175,80.27825,13.04175,80.27825,117,38,55,22,51,44,2.99,22,0.094,1.69,1072.2,20167.6,0.946,5.85,468,0.5831,0.0061,0.6662,4
CHN-01208,13.04175,80.28275,13.04175,80.28275,110,46,49,11,38,61,3.0,13,0.055,1.91,520.7,48836.2,0.85,6.11,440,0.55,0.3653,0.6711,3
CHN-01209,13.04175,80.28725,13.04175,80.28725,111,49,45,20,38,53,3.7,13,0.119,0.82,1922.2,42111.8,1.0,5.19,444,0.6845,0.045,0.726,1
CHN-01210,13.04175,80.29175,13.04175,80.29175,96,37,53,14,34,48,3.28,6,0.11,0.76,191.6,20596.3,0.647,4.45,384,0.5248,0.1512,0.6149,3
CHN-01211,13.04175,80.29625,13.04175,80.29625,100,34,63,14,31,55,3.17,18,0.318,2.99,1358.9,16066.6,0.578,4.28,400,0.5283,0.2806,0.5442,4
CHN-01212,13.04175,80.30075,13.04175,80.30075,33,13,18,3,12,18,1.5,1,0.501,5.5,1067.2,10476.8,0.364,3.59,132,0.0825,-0.32,0.3152,0
CHN-01213,13.04175,80.30525,13.04175,80.30525,68,23,37,10,23,35,2.19,11,0.59,4.35,710.2,42447.3,0.456,4.19,272,0.2482,0.2776,0.378,1
CHN-01214,13.04175,80.30975,13.04175,80.30975,50,16,32,9,16,25,1.0,8,0.478,4.45,1170.9,27466.7,0.41,2.56,200,0.0833,0.1352,0.3045,2
CHN-01215,13.04175,80.31425,13.04175,80.31425,56,18,29,10,24,22,2.06,3,0.435,4.03,1498.8,9922.4,0.428,2.6,224,0.1923,-0.0474,0.356,1
CHN-01216,13.04175,80.31875,13.04175,80.31875,21,6,13,4,6,11,1.0,2,0.797,6.3,1687.8,4924.3,0.062,1.24,84,0.035,-0.2784,0.1608,0
CHN-01217,13.04625,80.15225,13.04625,80.15225,29,10,14,4,11,14,1.22,2,0.921,6.69,1459.2,6482.5,0.084,2.33,116,0.059,0.1635,0.1763,2
CHN-01218,13.04625,80.15675,13.04625,80.15675,26,10,11,2,9,15,1.1,4,0.869,6.18,266.2,26949.8,0.4,3.08,104,0.0477,0.1739,0.2355,2
CHN-01219,13.04625,80.16125,13.04625,80.16125,30,10,19,5,9,16,1.0,4,0.819,5.94,1493.7,26866.2,0.223,1.18,120,0.05,0.045,0.1911,1
CHN-01220,13.04625,80.16575,13.04625,80.16575,10,3,4,1,3,6,1.0,1,0.819,6.94,368.6,22427.8,0.0,0.52,40,0.0167,-0.0665,0.131,2
CHN-01221,13.04625,80.17025,13.04625,80.17025,19,7,12,2,7,10,1.0,3,0.821,7.3,221.3,23596.9,0.279,1.76,76,0.0317,-0.0736,0.1917,2
CHN-01222,13.04625,80.17475,13.04625,80.17475,20,6,10,3,6,11,1.0,1,0.969,7.29,1699.2,11267.6,0.239,2.07,80,0.0333,-0.1399,0.1569,1
CHN-01223,13.04625,80.17925,13.04625,80.17925,24,8,10,5,8,11,1.0,2,0.89,7.16,1032.3,24298.0,0.179,2.01,96,0.04,-0.3227,0.1722,2
CHN-01224,13.04625,80.18375,13.04625,80.18375,36,15,19,8,17,11,1.43,5,0.772,4.83,375.9,32515.9,0.283,1.92,144,0.0858,-0.1451,0.255,2
CHN-01225,13.04625,80.18825,13.04625,80.18825,64,28,40,11,30,23,1.73,5,0.435,4.66,1027.1,33183.2,0.513,2.33,256,0.1845,-0.2761,0.3748,4
CHN-01226,13.04625,80.19275,13.04625,80.19275,69,26,32,13,32,24,2.54,12,0.513,3.31,1378.8,47657.1,0.423,3.06,276,0.2921,-0.2086,0.4036,1
CHN-01227,13.04625,80.19725,13.04625,80.19725,57,21,27,8,20,29,2.24,5,0.448,3.98,1365.2,19546.7,0.58,4.54,228,0.2128,-0.2449,0.414,2
CHN-01228,13.04625,80.20175,13.04625,80.20175,53,21,29,12,17,24,1.75,3,0.653,5.12,807.4,37565.0,0.225,2.91,212,0.1546,-0.195,0.2983,2
CHN-01229,13.04625,80.20625,13.04625,80.20625,83,35,36,16,25,42,2.64,13,0.439,3.88,233.9,30892.6,0.51,4.81,332,0.3652,0.2289,0.4772,1
CHN-01230,13.04625,80.21075,13.04625,80.21075,69,24,40,14,20,35,2.14,3,0.629,2.68,1108.5,43414.6,0.48,3.82,276,0.2461,0.0785,0.3871,4
CHN-01231,13.04625,80.21525,13.04625,80.21525,48,18,24,11,22,15,1.58,4,0.532,4.35,1111.9,37021.7,0.341,2.37,192,0.1264,-0.0351,0.3139,0
CHN-01232,13.04625,80.21975,13.04625,80.21975,50,17,31,5,23,22,1.36,9,0.721,4.24,1671.5,31082.6,0.23,2.12,200,0.1133,0.0555,0.2604,0
CHN-01233,13.04625,80.22425,13.04625,80.22425,76,31,41,10,36,30,1.71,7,0.543,3.46,98.4,8357.9,0.593,4.67,304,0.2166,0.0409,0.4174,0
CHN-01234,13.04625,80.22875,13.04625,80.22875,94,32,48,12,29,53,3.43,17,0.373,1.82,152.9,49918.2,0.685,5.35,376,0.5374,0.228,0.577,3
CHN-01235,13.04625,80.23325,13.04625,80.23325,117,39,73,14,56,47,3.28,8,0.263,0.06,1672.6,22983.9,0.983,5.72,468,0.6396,0.1733,0.6805,0
CHN-01236,13.04625,80.23775,13.04625,80.23775,107,38,58,18,36,53,2.68,7,0.386,0.99,1955.2,17550.9,0.643,4.95,428,0.4779,-0.2001,0.5555,3
CHN-01237,13.04625,80.24225,13.04625,80.24225,101,32,63,11,47,43,3.37,5,0.155,1.99,1466.1,35923.5,0.939,4.39,404,0.5673,0.3121,0.6254,0
CHN-01238,13.04625,80.24675,13.04625,80.24675,124,49,66,19,51,54,3.37,14,0.008,0.01,677.6,60845.6,0.868,6.02,496,0.6965,-0.1141,0.7443,1
CHN-01239,13.04625,80.25125,13.04625,80.25125,86,33,38,14,40,32,2.78,4,0.283,0.89,1960.9,41427.4,0.768,4.75,344,0.3985,0.0993,0.5595,3
CHN-01240,13.04625,80.25575,13.04625,80.25575,90,34,38,9,38,43,2.86,12,0.196,2.79,160.2,38159.4,0.693,4.7,360,0.429,0.2727,0.5548,0
CHN-01241,13.04625,80.26025,13.04625,80.26025,84,25,51,14,38,32,2.23,9,0.475,3.99,221.1,48366.7,0.693,3.66,336,0.3122,-0.0658,0.4292,4
CHN-01242,13.04625,80.26475,13.04625,80.26475,48,15,29,8,20,20,1.14,8,0.783,5.14,1829.5,37164.3,0.433,3.29,192,0.0912,-0.264,0.2659,1
CHN-01243,13.04625,80.26925,13.04625,80.26925,106,47,58,14,42,50,2.64,20,0.408,1.2,1898.2,46107.8,0.606,5.0,424,0.4664,0.1344,0.5607,3
CHN-01244,13.04625,80.27375,13.04625,80.27375,75,22,48,15,24,36,2.7,5,0.391,1.39,1688.8,57619.8,0.769,4.0,300,0.3375,-0.0408,0.4883,1
CHN-01245,13.04625,80.27825,13.04625,80.27825,105,37,65,11,41,53,3.45,6,0.289,2.29,1338.6,7218.7,0.697,4.65,420,0.6038,-0.1012,0.6017,1
CHN-01246,13.04625,80.28275,13.04625,80.28275,111,45,52,17,37,57,4.23,14,0.22,0.18,1728.6,10682.9,1.0,6.52,444,0.7826,0.0057,0.7633,1
CHN-01247,13.04625,80.28725,13.04625,80.28725,127,46,78,27,48,52,3.88,7,0.23,0.35,607.9,37594.4,0.867,5.45,508,0.8213,0.1033,0.7365,1
CHN-01248,13.04625,80.29175,13.04625,80.29175,103,38,57,24,45,34,2.54,18,0.446,1.95,1940.7,37021.2,0.737,4.41,412,0.436,0.1444,0.5267,3
CHN-01249,13.04625,80.29625,13.04625,80.29625,88,30,56,12,34,42,2.48,7,0.1,2.37,1514.6,16829.9,0.679,3.63,352,0.3637,0.2475,0.5265,3
CHN-01250,13.04625,80.30075,13.04625,80.30075,72,25,38,11,30,31,2.81,14,0.526,3.14,1014.1,22821.1,0.73,4.34,288,0.3372,-0.0138,0.4622,1
CHN-01251,13.04625,80.30525,13.04625,80.30525,40,14,25,9,19,12,1.64,5,0.683,5.25,1428.7,20358.6,0.404,2.01,160,0.1093,-0.1699,0.2724,2
CHN-01252,13.04625,80.30975,13.04625,80.30975,78,34,44,12,32,34,2.33,9,0.554,2.52,252.2,5639.2,0.545,3.3,312,0.3029,-0.1478,0.4365,4
CHN-01253,13.04625,80.31425,13.04625,80.31425,10,3,5,1,4,5,1.0,1,0.747,8.16,739.5,4356.3,0.0,0.91,40,0.0167,-0.0753,0.1352,2
CHN-01254,13.04625,80.31875,13.04625,80.31875,34,11,16,8,15,11,1.6,5,0.681,5.53,1002.7,18564.9,0.38,2.34,136,0.0907,-0.1664,0.2604,1
CHN-01255,13.05075,80.15225,13.05075,80.15225,42,12,22,4,12,26,1.4,4,0.776,6.22,321.8,30880.1,0.326,1.83,168,0.098,0.0552,0.2216,0
CHN-01256,13.05075,80.15675,13.05075,80.15675,47,21,24,5,18,24,1.0,6,0.814,5.83,240.5,19914.0,0.138,2.68,188,0.0783,0.1269,0.2385,2
CHN-01257,13.05075,80.16125,13.05075,80.16125,52,22,28,6,20,26,1.7,8,0.758,4.27,1905.5,6794.3,0.532,3.65,208,0.1473,0.0735,0.3351,1
CHN-01258,13.05075,80.16575,13.05075,80.16575,26,8,13,3,12,11,1.17,4,0.754,5.18,524.2,16476.4,0.396,2.71,104,0.0507,-0.1864,0.2427,2
CHN-01259,13.05075,80.17025,13.05075,80.17025,49,20,30,10,19,20,1.0,8,0.648,4.46,1452.2,15163.9,0.201,3.49,196,0.0817,-0.0429,0.2884,2
CHN-01260,13.05075,80.17475,13.05075,80.17475,30,12,17,3,11,16,1.0,4,0.991,6.03,1642.1,25752.3,0.102,2.12,120,0.05,-0.3703,0.179,1
CHN-01261,13.05075,80.17925,13.05075,80.17925,53,20,32,10,25,18,1.59,4,0.789,5.35,1413.5,43234.1,0.249,2.74,212,0.1405,-0.1813,0.2668,2
CHN-01262,13.05075,80.18375,13.05075,80.18375,41,16,26,10,17,14,1.47,3,0.628,6.74,313.7,10480.7,0.247,2.53,164,0.1004,0.0164,0.2624,1
CHN-01263,13.05075,80.18825,13.05075,80.18825,31,11,17,6,11,14,1.0,3,0.742,6.7,1388.5,25036.7,0.236,1.51,124,0.0517,0.0892,0.2059,0
CHN-01264,13.05075,80.19275,13.05075,80.19275,54,20,30,12,22,20,1.71,10,0.73,5.33,123.1,18616.5,0.372,3.35,216,0.1539,-0.0667,0.3002,2
CHN-01265,13.05075,80.19725,13.05075,80.19725,88,32,52,12,28,48,2.57,11,0.481,3.83,157.8,35991.0,0.692,5.16,352,0.3769,0.2932,0.4871,1
CHN-01266,13.05075,80.20175,13.05075,80.20175,63,24,36,12,27,24,2.18,10,0.294,2.82,367.5,47962.7,0.437,4.42,252,0.2289,-0.1471,0.4408,2
CHN-01267,13.05075,80.20625,13.05075,80.20625,66,22,41,10,27,29,1.92,7,0.399,4.45,1450.6,17205.3,0.577,4.16,264,0.2112,0.2505,0.4034,4
CHN-01268,13.05075,80.21075,13.05075,80.21075,62,18,38,9,23,30,1.54,10,0.537,5.6,1253.0,25808.1,0.346,2.48,248,0.1591,0.0541,0.2972,1
CHN-01269,13.05075,80.21525,13.05075,80.21525,63,22,37,10,22,31,2.3,8,0.553,4.35,1451.7,18784.0,0.344,4.04,252,0.2415,-0.2258,0.37,4
CHN-01270,13.05075,80.21975,13.05075,80.21975,70,26,39,8,26,36,2.7,8,0.554,4.32,1950.0,48447.3,0.512,4.76,280,0.315,0.2007,0.4274,1
CHN-01271,13.05075,80.22425,13.05075,80.22425,84,28,53,14,31,39,2.74,5,0.366,2.94,732.2,20752.5,0.514,3.35,336,0.3836,0.1045,0.4659,1
CHN-01272,13.05075,80.22875,13.05075,80.22875,109,46,70,16,39,54,3.8,18,0.056,0.85,1447.3,68762.5,0.825,6.62,436,0.6903,0.0205,0.7362,4
CHN-01273,13.05075,80.23325,13.05075,80.23325,109,39,47,18,44,47,3.17,20,0.024,0.88,352.1,39793.4,0.809,5.31,436,0.5759,-0.0918,0.6675,4
CHN-01274,13.05075,80.23775,13.05075,80.23775,89,27,54,11,43,35,2.64,8,0.431,3.42,772.9,27206.4,0.646,5.18,356,0.3916,0.1488,0.4875,1
CHN-01275,13.05075,80.24225,13.05075,80.24225,84,28,47,9,31,44,3.02,7,0.102,1.37,295.6,52170.8,0.772,3.75,336,0.4228,-0.0205,0.5664,3
CHN-01276,13.05075,80.24675,13.05075,80.24675,94,32,40,19,44,31,3.38,5,0.362,2.58,1896.9,20207.4,0.806,3.78,376,0.5295,0.1255,0.5579,4
CHN-01277,13.05075,80.25125,13.05075,80.25125,108,40,46,17,40,51,2.7,19,0.104,2.23,1785.8,57790.1,0.843,4.13,432,0.486,0.2415,0.5996,1
CHN-01278,13.05075,80.25575,13.05075,80.25575,99,30,54,22,46,31,2.46,18,0.084,2.37,1402.1,12120.8,0.597,5.23,396,0.4059,-0.0226,0.5508,0
CHN-01279,13.05075,80.26025,13.05075,80.26025,98,31,39,20,40,38,2.88,16,0.292,1.79,1883.0,34916.4,0.717,5.28,392,0.4704,0.2954,0.5633,1
CHN-01280,13.05075,80.26475,13.05075,80.26475,65,23,40,11,30,24,2.43,11,0.567,4.54,805.1,10379.6,0.624,3.6,260,0.2633,-0.2192,0.3963,1
CHN-01281,13.05075,80.26925,13.05075,80.26925,57,18,34,8,26,23,1.53,9,0.568,4.62,1690.7,5828.2,0.527,3.22,228,0.1454,-0.0636,0.3313,1
CHN-01282,13.05075,80.27375,13.05075,80.27375,97,35,54,12,38,47,3.83,7,0.216,1.44,1151.9,43740.2,0.839,4.23,388,0.6192,0.3077,0.6364,3
CHN-01283,13.05075,80.27825,13.05075,80.27825,110,49,70,25,36,49,4.01,19,0.053,0.6,946.8,48273.2,0.826,4.54,440,0.7352,-0.1356,0.7299,3
CHN-01284,13.05075,80.28275,13.05075,80.28275,107,46,66,25,47,35,2.74,12,0.071,2.72,699.4,40178.8,0.866,5.75,428,0.4886,0.2097,0.6379,3
CHN-01285,13.05075,80.28725,13.05075,80.28725,110,47,58,11,53,46,3.4,19,0.29,1.81,169.7,21797.2,0.965,6.06,440,0.6233,0.0453,0.6751,4
CHN-01286,13.05075,80.29175,13.05075,80.29175,128,42,72,17,62,49,2.64,6,0.22,1.72,368.6,34939.2,0.756,5.69,512,0.5632,-0.238,0.6194,3
CHN-01287,13.05075,80.29625,13.05075,80.29625,71,27,32,10,24,37,2.72,9,0.188,2.91,1592.8,9890.2,0.76,4.37,284,0.3219,0.299,0.5198,2
CHN-01288,13.05075,80.30075,13.05075,80.30075,55,20,22,13,23,19,1.17,2,0.426,5.06,1247.3,24583.8,0.336,3.04,220,0.1072,-0.0113,0.3228,4
CHN-01289,13.05075,80.30525,13.05075,80.30525,43,16,22,5,19,19,1.83,3,0.514,5.55,1955.1,33161.5,0.291,2.62,172,0.1312,-0.0982,0.3043,1
CHN-01290,13.05075,80.30975,13.05075,80.30975,80,35,45,19,33,28,2.74,13,0.329,4.08,92.8,43774.0,0.745,3.71,320,0.3653,0.11,0.5027,0
CHN-01291,13.05075,80.31425,13.05075,80.31425,42,17,20,5,16,21,1.16,3,0.825,5.81,1601.4,4971.8,0.297,2.53,168,0.0812,0.2139,0.2434,1
CHN-01292,13.05075,80.31875,13.05075,80.31875,51,17,31,10,19,22,1.41,9,0.891,6.51,684.4,19173.3,0.183,1.99,204,0.1198,0.1894,0.2066,1
CHN-01293,13.05525,80.15225,13.05525,80.15225,29,9,13,4,10,15,1.19,5,0.816,7.35,727.9,27296.9,0.093,2.43,116,0.0575,-0.0909,0.1803,1
CHN-01294,13.05525,80.15675,13.05525,80.15675,14,4,7,2,6,6,1.0,1,0.947,8.18,1241.0,19103.8,0.159,1.1,56,0.0233,0.0378,0.1231,2
CHN-01295,13.05525,80.16125,13.05525,80.16125,59,21,36,13,28,18,1.92,6,0.692,4.82,733.9,21263.6,0.444,2.86,236,0.1888,0.1626,0.3205,1
CHN-01296,13.05525,80.16575,13.05525,80.16575,45,16,27,8,21,16,1.46,5,0.791,4.59,102.8,7095.3,0.292,2.03,180,0.1095,0.2527,0.2531,2
CHN-01297,13.05525,80.17025,13.05525,80.17025,30,10,17,5,12,13,1.05,4,0.596,6.64,1148.3,25973.9,0.188,2.02,120,0.0525,-0.2133,0.2269,1
CHN-01298,13.05525,80.17475,13.05525,80.17475,46,14,28,10,20,16,1.68,6,0.806,4.41,1570.4,27821.1,0.536,3.62,184,0.1288,0.2777,0.2963,2
CHN-01299,13.05525,80.17925,13.05525,80.17925,36,14,14,6,12,18,1.4,2,0.811,5.48,745.3,35773.7,0.178,1.47,144,0.084,-0.3072,0.2195,2
CHN-01300,13.05525,80.18375,13.05525,80.18375,29,8,17,6,14,9,1.34,2,0.733,6.68,311.5,13900.6,0.112,2.04,116,0.0648,-0.0235,0.1914,1
CHN-01301,13.05525,80.18825,13.05525,80.18825,60,26,27,11,23,26,1.21,7,0.593,5.4,1478.1,7826.1,0.326,2.69,240,0.121,-0.2475,0.3071,1
CHN-01302,13.05525,80.19275,13.05525,80.19275,64,25,39,8,28,28,2.33,4,0.452,5.04,1572.5,17487.5,0.506,3.24,256,0.2485,-0.0086,0.3938,4
CHN-01303,13.05525,80.19725,13.05525,80.19725,64,27,28,14,22,28,1.75,11,0.525,3.74,361.7,25142.2,0.535,4.28,256,0.1867,0.1638,0.3982,1
CHN-01304,13.05525,80.20175,13.05525,80.20175,92,40,45,21,28,43,2.67,14,0.586,3.63,796.0,33477.9,0.573,3.46,368,0.4094,-0.1283,0.4628,0
CHN-01305,13.05525,80.20625,13.05525,80.20625,39,13,18,4,14,21,1.75,5,0.601,4.34,1427.6,38673.1,0.37,2.25,156,0.1138,-0.1389,0.2921,2
CHN-01306,13.05525,80.21075,13.05525,80.21075,43,14,25,4,17,22,1.23,2,0.756,5.21,242.9,31088.3,0.425,2.9,172,0.0882,-0.0702,0.2644,2
CHN-01307,13.05525,80.21525,13.05525,80.21525,76,31,47,17,34,25,2.95,11,0.484,4.04,63.6,37426.0,0.688,4.92,304,0.3737,0.2535,0.4885,1
CHN-01308,13.05525,80.21975,13.05525,80.21975,78,23,41,12,30,36,2.31,14,0.341,3.89,1810.6,30296.5,0.587,4.53,312,0.3003,0.1453,0.4474,4
CHN-01309,13.05525,80.22425,13.05525,80.22425,53,18,24,10,26,17,1.98,10,0.665,4.87,857.4,18606.7,0.552,4.05,212,0.1749,-0.0392,0.3437,1
CHN-01310,13.05525,80.22875,13.05525,80.22875,77,32,40,15,37,25,2.65,9,0.264,2.39,1603.3,29055.8,0.552,3.45,308,0.3401,0.0143,0.4931,1
CHN-01311,13.05525,80.23325,13.05525,80.23325,99,37,62,12,43,44,3.25,16,0.071,2.57,1260.9,55600.3,0.713,5.43,396,0.5362,0.2265,0.6249,1
CHN-01312,13.05525,80.23775,13.05525,80.23775,102,41,41,13,44,45,2.68,19,0.378,2.1,1647.2,57040.6,0.697,5.54,408,0.4556,-0.1293,0.561,4
CHN-01313,13.05525,80.24225,13.05525,80.24225,104,35,57,15,47,42,3.25,8,0.084,2.07,928.4,16056.3,0.722,4.48,416,0.5633,-0.1803,0.6174,4
CHN-01314,13.05525,80.24675,13.05525,80.24675,105,33,53,20,45,40,3.45,16,0.246,0.68,1405.8,49429.1,0.962,5.46,420,0.6038,0.1749,0.6547,1
CHN-01315,13.05525,80.25125,13.05525,80.25125,105,42,60,22,34,49,3.37,9,0.3,1.05,1383.8,23838.3,0.657,5.29,420,0.5898,-0.1711,0.6222,0
CHN-01316,13.05525,80.25575,13.05525,80.25575,138,58,67,32,63,43,2.97,15,0.087,1.79,850.1,48259.5,0.879,6.19,552,0.6831,0.3322,0.7185,0
CHN-01317,13.05525,80.26025,13.05525,80.26025,80,27,40,10,31,39,3.28,9,0.288,0.91,1758.2,60410.5,0.814,5.65,320,0.4373,-0.1655,0.5804,1
CHN-01318,13.05525,80.26475,13.05525,80.26475,109,42,51,21,40,48,3.92,15,0.0,0.56,1702.5,31107.2,0.9,5.74,436,0.7121,-0.0135,0.7427,3
CHN-01319,13.05525,80.26925,13.05525,80.26925,51,15,24,7,25,19,1.84,8,0.38,3.71,1638.3,31016.4,0.345,3.0,204,0.1564,0.0108,0.3468,2
CHN-01320,13.05525,80.27375,13.05525,80.27375,80,35,48,11,35,34,2.68,12,0.525,3.98,241.9,10715.8,0.692,3.52,320,0.3573,-0.2443,0.4635,1
CHN-01321,13.05525,80.27825,13.05525,80.27825,84,25,35,12,26,46,3.43,15,0.332,1.32,1070.3,16881.3,0.705,4.88,336,0.4802,0.1951,0.5548,1
CHN-01322,13.05525,80.28275,13.05525,80.28275,103,45,66,18,36,49,3.0,7,0.222,3.14,895.6,16579.1,0.724,4.86,412,0.515,-0.1893,0.5948,3
CHN-01323,13.05525,80.28725,13.05525,80.28725,89,36,50,8,29,52,2.66,8,0.125,1.96,196.6,47783.6,0.819,4.81,356,0.3946,-0.1996,0.5813,3
CHN-01324,13.05525,80.29175,13.05525,80.29175,70,29,37,10,27,33,2.48,7,0.555,3.55,520.5,35018.8,0.674,3.37,280,0.2893,-0.0615,0.4309,4
CHN-01325,13.05525,80.29625,13.05525,80.29625,72,27,38,10,30,32,2.06,5,0.397,2.15,1767.8,12783.1,0.674,3.89,288,0.2472,-0.0358,0.4534,2
CHN-01326,13.05525,80.30075,13.05525,80.30075,80,31,47,15,33,32,2.61,15,0.371,3.52,218.2,22826.6,0.553,4.57,320,0.348,0.0239,0.479,2
CHN-01327,13.05525,80.30525,13.05525,80.30525,72,24,29,11,31,30,2.23,8,0.499,2.95,1516.2,12714.3,0.538,4.16,288,0.2676,0.2109,0.4192,1
CHN-01328,13.05525,80.30975,13.05525,80.30975,41,13,25,9,20,12,1.0,5,0.732,5.81,1305.5,32792.4,0.285,1.99,164,0.0683,-0.2118,0.2263,1
CHN-01329,13.05525,80.31425,13.05525,80.31425,6,2,3,1,2,3,1.0,0,1.0,7.67,405.9,23738.0,0.023,2.07,24,0.01,-0.2328,0.1253,2
CHN-01330,13.05525,80.31875,13.05525,80.31875,29,10,18,5,13,11,1.0,3,0.784,6.9,1710.4,19137.6,0.182,1.62,116,0.0483,-0.2562,0.1906,2
CHN-01331,13.05975,80.15225,13.05975,80.15225,57,23,36,11,27,19,1.18,8,0.73,4.51,1494.5,35177.1,0.478,2.52,228,0.1121,0.0847,0.2991,1
CHN-01332,13.05975,80.15675,13.05975,80.15675,23,8,10,2,7,14,1.0,4,0.652,5.88,942.1,25076.2,0.054,1.33,92,0.0383,-0.2295,0.2008,1
CHN-01333,13.05975,80.16125,13.05975,80.16125,25,9,10,4,9,12,1.19,2,0.901,6.94,481.9,31479.9,0.187,2.31,100,0.0496,-0.2746,0.1865,2
CHN-01334,13.05975,80.16575,13.05975,80.16575,19,6,10,3,5,11,1.0,2,0.796,6.07,479.7,9648.1,0.271,1.57,76,0.0317,-0.3467,0.1937,1
CHN-01335,13.05975,80.17025,13.05975,80.17025,18,6,8,3,6,9,1.0,2,0.875,7.8,1340.3,14051.1,0.1,2.43,72,0.03,0.0167,0.1626,2
CHN-01336,13.05975,80.17475,13.05975,80.17475,49,17,31,5,23,21,1.41,2,0.785,4.57,93.4,9630.7,0.414,3.79,196,0.1151,-0.2598,0.2918,1
CHN-01337,13.05975,80.17925,13.05975,80.17925,35,11,15,6,16,13,1.0,2,0.814,6.9,307.7,5887.0,0.118,2.55,140,0.0583,-0.0027,0.1904,2
CHN-01338,13.05975,80.18375,13.05975,80.18375,31,10,19,5,10,16,1.0,5,0.728,6.81,550.0,22687.4,0.342,3.04,124,0.0517,-0.0607,0.2329,2
CHN-01339,13.05975,80.18825,13.05975,80.18825,64,20,30,9,31,24,2.34,7,0.653,2.97,978.3,35547.6,0.409,4.14,256,0.2496,-0.2317,0.3723,1
CHN-01340,13.05975,80.19275,13.05975,80.19275,65,25,35,9,27,29,1.48,4,0.684,4.12,421.8,37286.0,0.44,3.22,260,0.1603,-0.0707,0.3292,1
CHN-01341,13.05975,80.19725,13.05975,80.19725,67,29,42,10,31,26,1.92,8,0.353,4.4,1806.1,38858.1,0.555,2.66,268,0.2144,-0.0912,0.4082,0
CHN-01342,13.05975,80.20175,13.05975,80.20175,57,21,29,8,18,31,2.07,2,0.381,5.29,1993.8,34700.6,0.275,2.55,228,0.1966,0.2671,0.3464,1
